205766,191952,179863,169285,160030,151932,144846,138647,133223,128477,124325,119564,116039,113474,111239,109286,107578,106085,104781,103642,102646,101606,100702,99264,98007,96762,95674,94716,94768,94813,94852,94887,94918,94944,94967,94986,95003,95017,95029,95039,95049,93962,93015,92184,91457,90820,90264,89777,89351,88745,88216,87753,87348,87119,86921,86824,86756,86863,86962,87048,87125,87192,87251,87302,87347,87575,87777,87954,88109,88244,88364,88468,88560,88640,89290,89877,90404,90871,91281,91657,91997,91512,91096,90729,90409,90129,89884,91015,92015,92893,93661,94332,94921,95435,95886,96280,96626,96790,96934,97060,tcpprobe_cubic_11ms
201846,187934,175760,165109,155790,147636,140502,134262,128803,124028,120339,117117,114300,111835,109679,107793,106142,104699,103445,102346,101143,100093,99168,98359,97650,97030,96487,96013,96021,96030,96037,96044,96238,96411,96561,97338,98024,98652,99210,100224,99150,98214,97395,96679,96243,95863,95532,95244,94992,94773,94881,94977,95061,95587,96057,96470,96407,96354,96795,97186,97528,97827,98466,99029,99466,99856,100197,100496,101206,101847,101770,101707,101644,101596,101535,101484,101436,101398,100839,100351,98965,97757,96859,96452,96478,96503,96525,96544,96423,96576,96711,96831,96937,97486,97968,98389,98758,99084,99369,99618,tcpprobe_cubic_12ms
191679,179295,168448,158958,150654,143389,137032,131470,126603,122346,118620,114832,111518,108618,106205,104095,102250,100635,99223,97987,96907,95790,94879,94143,93634,93191,92865,92457,92223,92018,91957,92031,92099,92159,92274,92376,92664,92917,93139,93333,93618,92893,92259,91746,91299,90847,90452,90239,90054,89891,89749,89562,89457,89365,89285,89284,89287,89292,89297,89185,89086,88873,88747,88635,88600,88581,88566,88599,88635,88665,88747,88621,88511,88415,88396,88383,88618,88834,89025,89078,89125,88902,88709,88539,88448,88515,88575,88627,88672,88712,88754,88791,88824,88698,88590,88495,88475,88457,88570,88668,tcpprobe_cubic_13ms
208592,194127,181471,170398,160709,152233,144816,138327,132651,129339,127911,126666,125576,124624,124231,123890,123593,123336,123111,119513,116366,113881,111709,109805,108140,106682,105406,104289,103313,102017,100919,101185,101420,101625,101805,101960,102097,102846,101258,99927,98686,97600,96711,95933,95395,94925,94567,94376,94210,94089,93529,93042,92615,92287,92002,91890,91613,91499,91863,92126,92004,91898,91745,91610,91446,91432,91370,91248,91142,90987,91435,91825,92168,92422,92645,92700,92930,93012,93095,93011,92939,93095,93232,93351,94200,94735,95337,95731,96020,96273,96495,96674,96830,96965,97082,97185,97274,96720,96225,95793,tcpprobe_cubic_14ms
200147,188498,178306,169388,161586,154761,148789,143564,138993,134995,131498,127593,124179,121191,118578,116291,114291,112541,111010,109671,108500,107164,105999,105603,105264,105587,105883,106143,106370,106570,106745,106899,107034,107151,107257,107353,107439,107514,107580,108249,108844,106808,105028,103812,102752,101940,101234,100615,100209,100209,100136,100068,100020,99985,99967,99960,99955,99951,99949,99948,99948,99950,99952,99955,99959,99962,99966,99969,99973,100008,100042,100072,100100,100125,100149,100170,100239,99694,99219,98796,99115,98955,98819,98700,98597,98164,97787,97456,97724,97970,98192,98385,98555,98699,98827,98802,98782,98765,99175,98768,tcpprobe_cubic_15ms
214604,200757,188642,178041,168766,160651,153551,147338,141903,137148,132987,128884,125296,122794,120621,118721,117212,115895,114744,114840,114926,112777,110901,109256,107819,106879,106059,105645,105285,104968,104692,104937,105161,105356,105536,105698,105840,105785,105751,105728,105718,105327,104988,104690,104429,104201,104003,103829,103677,103477,103307,103158,103029,102598,102224,102154,102095,102045,102002,101965,101935,101267,100798,100381,100014,99694,99694,99975,100411,100789,102177,103394,104684,104890,105071,105216,105345,105448,105539,105609,106712,105378,104539,103804,103163,102602,102112,101684,101310,101109,100993,100892,100868,101376,101822,102212,102555,101965,101452,101000,tcpprobe_cubic_16ms
223513,210374,198877,188816,180014,172312,166027,160537,155735,151535,147861,141771,136696,132557,130104,127968,125646,123606,121821,120260,118895,116463,114974,113426,112072,111537,111070,109492,108487,107604,106831,106154,105627,105165,104762,104408,105052,105616,106110,106542,106920,105814,104850,103680,102658,101757,102364,102909,103387,102857,102393,101989,101637,101333,101076,101080,101105,101127,101148,101167,101185,101202,101217,101167,101124,101088,101056,101030,101008,100989,100974,101592,102145,102629,103054,103427,103756,104044,104297,104519,104715,104216,103782,103400,103067,102463,101935,103082,104088,104968,105739,105017,104755,104514,104305,104121,103961,103931,103906,103883,tcpprobe_cubic_17ms
231417,214926,200493,187865,176900,167312,158929,151594,145501,140818,137099,134069,131419,129096,127325,125898,124651,123560,121079,118913,116611,114600,112597,110847,109316,108036,107166,106610,106126,105703,105071,104518,103906,103372,102903,102494,102135,101826,101553,101321,101128,100960,100568,100226,100102,99996,99767,99567,99391,99238,99239,99246,99195,99151,99236,99312,99177,99060,99141,99215,99281,99339,99391,99436,99476,99512,99544,99572,99645,99717,99781,99841,100276,100664,101006,101308,101566,101795,101902,101998,102078,102790,103406,103950,104424,104843,105210,106857,108308,109577,110510,111327,112045,112677,113230,113716,114143,114516,114843,116270,tcpprobe_cubic_18ms
229124,214216,201169,189753,179764,171024,164019,157893,150781,144561,139119,134358,130194,126550,123364,120816,118595,116653,115636,114762,113997,113328,112744,112234,113200,114050,114794,115448,116020,116522,116960,117345,116801,116326,115905,115539,115214,114931,113294,111985,111055,110247,109537,108917,108374,107899,107492,107275,107085,106920,106514,106162,105851,105580,105340,105131,104947,105226,105474,105692,105883,106050,106196,106325,106436,106534,106619,106694,106758,106924,107263,107560,107821,108234,108595,109050,109450,109802,109014,108328,107606,106975,106191,105507,104906,105070,105215,105346,105462,105565,105656,105737,105809,105872,105917,105958,105854,105764,105686,105618,tcpprobe_cubic_19ms
225489,210956,198242,187118,177385,168870,161420,154904,149207,144225,139867,135228,131728,128668,125990,123706,121713,119969,119191,118514,117924,117520,117171,117256,117978,118611,119166,119652,120079,120392,120668,120906,122499,123900,125128,125450,125732,125976,126190,126375,126538,124986,123634,122449,121413,120251,119238,118679,118207,117797,117440,117127,116855,116616,116409,116227,116069,115930,115814,116483,117070,117582,118031,117039,116172,116623,117020,118236,119301,120233,121048,121761,122386,122931,123409,123827,124193,124512,124792,125036,125251,122617,120315,118298,116534,114991,113641,112460,111427,110789,110299,109929,109607,108976,108428,107934,107501,107119,106785,106493,tcpprobe_cubic_20ms
135295,123905,113940,105274,98273,94222,90453,84845,79941,75651,71844,70052,67905,66031,63621,61511,61511,59331,57430,55764,54306,53016,51890,50917,51441,50460,49891,49394,48959,48585,48361,47647,47026,46482,46000,45577,45199,44943,44721,44526,44358,44206,44066,43945,43831,43765,43703,43813,43917,44003,44073,43941,43827,43657,43509,43420,43343,43275,43213,43157,43164,43165,43226,43161,43167,43174,43184,43192,43193,43194,43204,43268,43324,43441,43547,43499,43458,43420,43385,43367,43342,43359,43419,43474,44050,44917,45668,46316,47133,47846,48470,49015,48317,47706,47172,46705,46350,46111,45909,45732,tcpprobe_cubic_21ms
243848,227075,212398,199557,188322,178492,169892,162368,155786,150562,145991,141991,138490,135427,132746,130401,128349,126553,124982,122734,120769,119049,117604,116341,115298,114386,113588,112891,112344,111866,111508,111197,110925,110749,110596,110526,110466,110414,110428,110812,111153,111451,112143,112755,113293,113705,114312,114846,115317,115671,115981,116253,116491,116699,116882,117043,117184,117245,117301,117350,117393,117369,117349,117332,117316,117303,117292,117220,118110,118907,119611,120172,120674,121757,122727,123577,124323,124916,125438,123645,122078,120704,119501,118449,117529,117003,116548,116206,116150,116289,116412,116519,116613,116448,116495,116535,116572,116606,116636,116910,tcpprobe_cubic_22ms
238703,223247,209723,197891,187539,178482,170559,163628,157563,157563,157563,152038,147446,143430,140042,137081,134491,132354,130488,128855,128901,127078,125486,124485,123612,122847,122180,121469,120848,120302,119824,119406,119409,119279,119166,119065,118976,118899,118831,118250,117743,117207,117582,117914,118205,117822,117487,117192,116935,116709,116513,116762,116982,117175,117344,117493,117624,117738,117838,117926,118206,118454,118671,118496,118753,118979,119179,119359,119518,119658,119780,120022,120245,120449,120637,120810,120972,120618,120314,120048,119817,118584,117510,116482,116164,115881,115634,115418,115230,115382,115516,115634,115737,115828,115908,116481,116985,117425,117812,118150,tcpprobe_cubic_23ms
248563,232103,217697,205094,194067,184419,175978,168593,162133,156870,152273,149448,146999,144856,142982,141396,140010,138799,137738,135507,133559,132148,130915,129696,128632,127678,127122,126637,126214,125842,125895,125894,125895,125895,125897,125899,125901,125904,125907,123968,122423,121518,120732,119740,118873,118291,117784,117431,117708,117951,118166,118354,118567,118611,118651,118684,118714,118740,119812,120766,121619,121998,122347,122650,122915,123150,123355,123533,123691,123829,123951,124056,124149,124230,124302,124363,125008,125585,126103,125615,125199,124685,124236,123394,122659,122659,122015,122015,121453,121453,120963,120358,119835,119376,118980,118143,117420,117263,117128,117009,tcpprobe_cubic_24ms
251060,234147,219339,206384,195046,185127,176448,168855,162212,156400,151315,146768,142911,139536,136582,134400,132492,130868,130026,129674,129746,128428,127993,127492,127055,126672,126596,126533,126478,126028,126017,126507,127266,127885,128429,128325,128236,127774,127808,127460,127156,125464,124483,122975,121657,120508,119505,119125,119049,118986,118934,118631,118748,118853,118945,119025,119212,119376,119520,119261,119036,118338,118248,117844,117493,117428,118040,118583,119067,119491,119864,120196,120489,120775,121704,122090,122437,122749,123030,123277,123493,122599,121820,122003,122190,122289,122384,122463,122543,122611,122677,123356,123960,123994,124025,123795,123595,123417,123263,123125,tcpprobe_cubic_25ms
254603,237638,222784,209788,198414,188462,179755,172136,165471,159639,154536,149762,146079,142858,140041,137578,135424,133539,131890,130449,129188,127534,126089,124840,123749,122793,121958,121226,120585,120024,119718,119452,119220,119018,118842,118688,118554,118438,118337,118249,118173,118022,118583,119076,119508,119375,119259,119157,119069,118991,119500,119951,120349,120699,121006,121276,121513,121722,121940,121953,121974,121998,122785,123492,124123,124675,125159,125590,125975,126313,126622,126894,127143,127366,127572,127769,127945,128099,128236,128363,128476,126815,125713,124411,123531,123155,122829,122546,122299,122083,122153,122215,122271,122319,122363,122400,122434,122464,122491,121935,tcpprobe_cubic_26ms
255473,239755,226000,213964,203432,194217,186155,179100,172928,167528,162803,157115,152141,147789,143982,140652,137738,135190,132961,131012,129858,128851,127967,127195,126518,125927,125410,124958,124562,124216,123913,123649,123417,123215,123037,122882,122746,122628,122879,123103,123298,123471,124904,126161,128857,131219,133286,135095,136678,138063,139276,140337,141265,142398,143395,144271,145037,146146,147123,147982,148736,149396,150791,152031,153129,154094,154940,155689,156350,156936,157451,157910,158313,159284,154393,150124,146387,144039,142625,141390,140309,139363,137896,136616,135498,134524,132769,133031,133271,133487,133677,133845,133992,134123,134237,134338,134427,135182,135854,137982,tcpprobe_cubic_27ms
261548,243910,228469,214959,203137,192794,183745,175949,169257,163743,158921,154702,151012,147784,144960,142490,140208,138218,136349,134986,133797,132754,131842,131043,130344,129732,129197,128728,128319,127960,127647,127372,127132,126922,126738,126572,126427,127322,128111,127056,126840,126654,126492,126351,126228,126122,127169,128274,129246,130096,130841,132004,133032,133931,134720,135413,136020,136563,137040,137459,137827,138867,139782,140583,141724,142725,143603,144371,145048,145640,146609,147462,148209,148864,149437,149143,148891,148666,148470,146190,144202,141754,139615,137742,136104,134671,133418,132322,131364,132907,134273,135490,136565,137002,137401,137570,137728,137875,138013,138141,tcpprobe_cubic_28ms
267196,249124,233312,219478,207373,196781,187515,179408,172314,166109,161143,157943,155145,152771,150695,148879,147290,145902,144922,144065,141763,139754,138396,137211,136173,135265,134397,133637,132970,132388,131878,131431,131040,130695,130395,129897,129463,129081,128748,127881,127126,126462,126035,125347,124784,124354,124312,124278,124250,124226,124205,124188,124173,124410,124800,125143,125445,125709,125941,126143,126509,126834,127119,127625,128071,128461,128803,129102,129364,129700,129996,130255,130482,131062,131571,132017,132407,131246,130233,129346,128571,127892,127300,126629,126042,125515,125058,124621,124247,123912,123622,123091,122689,122456,122316,122193,122150,122224,122290,122449,tcpprobe_cubic_29ms
460255,424848,393868,366761,366761,343043,322291,304133,288245,274344,262181,250544,240362,231452,223656,223945,224215,224453,224666,224854,225937,220735,216189,212209,208728,205683,203019,200689,198651,200466,202057,204753,207116,209180,210986,212565,213947,215154,216211,216216,216221,209033,202754,197257,192448,188600,185241,182301,179730,177479,175510,173787,172474,171335,170630,170417,170253,168208,166426,164864,163499,160991,158797,156878,155200,153732,152449,151325,150343,149484,148733,148077,147503,147001,146563,146179,145844,145552,145296,145073,144878,146650,148204,149565,150755,152184,153432,154525,155481,156317,157049,157688,158043,158360,158340,157912,157521,157179,155298,153670,tcpprobe_cubic_30ms
280655,262531,246648,232745,220584,209943,209943,209943,200634,192489,185362,179306,174011,169379,165327,161781,158676,155960,153585,151507,149690,148595,147639,148346,148971,149518,149997,150415,150782,151102,151384,151630,151846,152034,152199,152343,152470,152581,152679,152763,152837,150004,148163,146552,145144,143020,141174,139561,138829,138190,137636,137151,136728,136357,136033,135750,135502,135286,135096,134931,134786,135606,136334,136977,137541,138035,138467,138849,139184,139477,139734,139959,140156,140328,140480,140613,140730,140988,141215,141740,142206,140909,139783,138820,137986,137261,136635,136088,135612,135483,135390,135328,135280,135860,136378,136159,135968,135799,135656,135528,tcpprobe_cubic_31ms
292510,273226,256351,241586,228669,217368,207482,198841,191282,184669,178883,172968,167793,163264,159299,156027,153166,150653,148454,146531,144849,144702,144576,144464,144368,144283,144210,144146,145715,146894,147928,148831,149622,150314,150921,151451,151917,153009,153975,154819,155558,152690,150811,149167,147729,146471,145371,144408,143567,142830,142185,141624,141384,141175,140994,139459,138117,136940,136690,136477,136290,136126,135984,135860,135752,135658,135947,136209,136440,136641,136818,136974,138564,139276,141111,142717,144123,145353,146430,147372,148197,145891,143889,142203,140741,139461,138344,137772,137274,137045,137502,137907,138263,138575,138849,139090,140813,142325,143648,144806,tcpprobe_cubic_32ms
282303,263587,247210,232881,220344,209374,199778,191381,184035,177609,172160,167747,163887,162042,160428,159015,157778,156696,155750,155589,152784,150333,147831,145641,144173,142891,141705,140673,139770,138982,138293,137935,137624,137352,138136,138823,139425,139952,139744,139564,139101,138808,139196,139576,139914,140211,140472,140701,140453,140237,140050,139890,138732,138159,137659,137485,137338,137211,137990,138694,139316,139869,140114,140347,140560,140751,140922,141075,140188,139415,138739,138151,137637,137189,136799,136459,136163,135906,135682,135487,135495,135505,135402,135313,135908,136432,137434,138313,139078,139747,140332,140845,141292,141684,142868,143915,144835,145647,146362,146993,tcpprobe_cubic_33ms
286705,268257,252113,237989,225629,214816,205354,197076,191851,184804,178638,173245,168641,164675,161212,158688,156925,155638,152553,150640,148969,147508,146230,145110,144132,143162,142314,141511,140809,140189,139649,139740,139834,139482,139186,138679,138248,137819,137446,137982,138453,138864,139223,140449,141524,142465,143288,144009,144639,145190,145673,146326,146900,147402,147842,148225,148561,148854,149111,149336,149532,150099,151470,151599,151713,151806,151891,151954,152011,152051,152086,152111,152134,152143,152154,153090,153917,154637,155269,152412,151249,150234,149347,148570,147892,147299,146781,145415,144221,143175,142264,142163,142078,142003,142577,143084,143532,143923,144641,145273,tcpprobe_cubic_34ms
291749,272124,254970,239948,226805,215302,205238,196432,188728,181987,176900,172451,168558,165153,162173,159566,157285,155289,153543,151111,148985,147691,146560,145571,144706,144204,143766,143384,143049,142757,142502,142279,142974,143589,144129,144608,145031,143866,142857,141975,141205,140574,140029,139556,139146,138788,138477,138209,138614,138735,138847,138947,139044,139139,139233,139323,139408,139483,139550,139616,139675,140641,141490,141344,141217,141100,141000,140908,140829,140757,140694,140638,140590,142629,144423,145986,147354,148550,149598,150513,151316,151405,151484,151549,151608,151655,151697,151732,151764,151791,151815,151835,151854,155815,159286,161681,163777,165591,167178,168562,tcpprobe_cubic_35ms
295167,276630,260402,246203,233780,222910,213422,205099,197818,191449,189315,188794,188340,187943,187943,187594,187288,187019,186784,186578,180459,175109,171153,167696,164670,162025,159712,157689,155919,154371,153016,151833,150799,149895,149104,148413,147808,147281,146655,145702,144868,144137,143499,142939,142449,142019,141643,141314,141026,141921,142704,143388,143987,144510,144968,145367,144622,143577,142662,142376,142505,142618,142716,142802,142876,142941,143571,142975,142453,142317,142199,142095,142004,141925,141547,141222,140680,139860,139546,139275,139037,138830,138648,138490,138538,138580,138620,138333,138083,138072,138070,138079,138586,139035,139235,139241,139619,139950,140241,141204,tcpprobe_cubic_36ms
290070,271139,254572,240077,227393,216296,206586,198091,190659,186163,182230,178789,175778,173143,170837,168821,167057,165514,164163,160886,158021,155513,154433,153490,152667,151950,151323,150773,150294,149874,149507,149186,148905,148659,148444,148255,148091,147947,147849,149230,150455,151555,152522,155179,157508,159546,161332,162896,164264,165461,166510,167428,168231,168935,169551,170091,170576,171003,167351,164368,161751,159384,157311,155208,153741,152463,151342,150361,149505,149382,149274,150008,150652,151217,151712,152144,152508,152826,153105,152182,150976,149914,149131,148445,147273,146071,145135,144316,144446,144559,144032,143570,144065,144496,144873,145396,145856,146820,147665,148406,tcpprobe_cubic_37ms
314224,293332,275058,259073,245087,232850,222142,212774,204578,197208,190756,185108,180167,175844,173984,172363,171904,171505,171157,168815,166769,165029,163507,162174,161329,160844,160427,160062,159745,157592,156362,155654,155038,153862,152839,151942,151159,150475,149876,149001,148239,147573,146991,146737,146516,146638,146749,146847,146934,146689,146476,146035,145650,145616,145592,145572,145556,145910,146223,146451,146651,146168,145747,145779,145817,145852,146004,145820,145661,145518,145456,145637,146200,146694,147172,147599,148862,149972,150946,149729,148667,147737,147100,146543,146057,145632,145442,144968,144553,144316,144110,143803,143544,143315,143228,143154,143408,143632,143830,144004,tcpprobe_cubic_38ms
303523,283726,266403,251246,237984,226381,216228,207348,199579,194996,190987,187478,184407,181721,179369,177312,175511,175284,175087,171414,168204,165394,162937,160787,158907,157262,155825,154568,153470,152510,151671,150936,150294,149733,149243,148528,147911,147375,146985,146645,146348,146087,146495,147362,148121,148784,149363,149991,150542,151023,151444,152474,153382,154175,153802,153472,153178,152922,151787,150793,150115,149523,148427,147671,147257,147343,147419,147364,147884,148339,148738,148425,148144,147898,147683,147494,147328,147183,147056,146819,146613,146242,145917,145573,145323,144859,144445,144083,144738,144914,145069,145205,145323,145427,145517,145981,146389,146746,147060,147336,tcpprobe_cubic_39ms
303018,284959,269153,255324,243224,232637,223375,215271,208181,201979,194454,187882,182131,177100,172855,169204,166436,164025,161917,160081,159403,158816,158290,157832,157431,157082,156776,156511,156121,155783,155424,155111,154411,153800,153255,152780,152365,152003,151678,151395,151073,150795,150549,150335,150147,149986,149845,149723,149615,149523,149442,149373,149311,149259,149213,149174,149140,149111,149084,149063,149044,149029,149016,149006,148996,148989,148983,148978,148974,148972,148969,149571,150605,151523,152335,153055,153693,154265,154781,155242,154646,155876,156953,157896,158803,159599,160297,161454,162469,163359,164136,164921,165614,166438,167334,168118,168803,169404,169929,170389,tcpprobe_cubic_40ms
314117,295134,278524,263992,251277,240152,230418,221902,214451,207932,202228,195631,190251,185544,181426,177824,174671,171912,169498,167386,166449,164198,162231,160846,159637,158578,157652,156842,156134,155513,154971,154497,154315,154157,154318,154460,154585,154694,154791,154088,153477,153045,153386,153688,153953,153456,153022,152641,152927,153180,153403,153599,153771,154601,155334,155975,156537,157030,157461,157840,158173,158463,158719,158710,158702,158695,158691,158387,158121,157889,158304,158669,158989,159269,159515,160194,160791,161188,161536,161835,162097,161661,161282,160232,159313,158505,157799,157181,156641,156167,155754,155392,155075,154799,154557,156510,158223,159722,161035,162183,tcpprobe_cubic_41ms
313624,293042,275035,259279,245494,233434,222881,213648,205570,198502,192319,186511,181427,176977,173084,169677,166696,164087,161804,159806,158244,157203,156420,155856,155364,154935,154817,154963,155096,155213,155315,155405,155484,155554,155615,156122,156576,156975,155940,155039,154313,153680,152996,152399,152052,151751,151488,151261,151577,151854,151838,151949,151802,151677,152132,152539,152897,153212,153673,154080,154438,154967,155578,156115,156585,157084,157522,158322,158573,158793,158977,159138,159278,159401,157648,156117,154776,153602,152609,151743,151041,150427,149891,149422,149011,148653,148375,148135,147927,147746,147586,147446,147322,147216,147110,147021,146943,146999,147050,147096,tcpprobe_cubic_42ms
319983,298719,280112,263830,249584,237118,226211,216668,208440,201017,194837,189429,184773,180932,177774,175263,174087,173060,172039,168918,166190,164008,162100,160430,158970,157618,156435,155285,154284,153389,152608,151975,151425,150897,150437,150033,149681,149372,149103,148972,148861,148763,148679,148679,148682,148685,148688,148691,148695,148699,148705,148711,148718,148724,148838,148820,148806,148790,148776,148583,148414,148265,148140,148028,147931,147843,147767,148220,148620,148971,149280,149552,149791,150003,150188,150353,150497,150627,150749,150530,150341,150300,150436,150554,150721,150929,151111,150740,150862,150970,151067,151150,151223,151288,151463,151619,151757,151876,152103,152303,tcpprobe_cubic_43ms
323481,302614,284352,268374,254392,242159,231647,222451,214405,207366,200688,194847,189736,185912,182568,179451,176723,174338,172674,171218,168555,166495,164692,163226,161945,160957,159762,158975,158287,157686,157158,156749,156393,156154,156193,156228,155837,155495,155865,156196,155771,155402,154810,154292,153838,153440,152982,152581,152228,151919,151776,151653,151604,151565,151914,152230,152516,152769,152990,153185,153356,153507,153587,153657,153717,153771,153747,153726,153458,153225,153022,152845,152689,152554,152436,152333,152168,152027,151897,151785,151544,151336,151153,150993,150853,150731,150650,150579,150518,150464,150417,150442,150466,150489,150509,150587,150655,150715,150767,150814,tcpprobe_cubic_44ms
